Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,"70,000",Seed Funding,Undisclosed Investors,2015,October
Curofy,Doctors Network Mobile App,New Delhi,,Private Equity,RoundGlass Partners,2015,October
Cloud Lending,End-to-End Lending platform,Bangalore / San Mateo,"80,00,000",Private Equity,SF Capital Group,2015,October
Inayo,on-demand healthcare marketplace,Mumbai,"3,00,000",Seed Funding,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",2015,October
WoNoBo,360-degree view creating platform,Bangalore,,Private Equity,Quikr,2015,October
Kulzy,Advertising & Marketing Community Networking platform,New Delhi,"10,00,000",Seed Funding,"Seedfund, Bedrock Ventures",2015,October
Zeppery,Food Ordering & Delivery App,New Delhi,"77,000",Seed Funding,Suyash Sharma,2015,October
Zify,Ride Sharing platform,Hyderabad,"1,90,000",Seed Funding,Sean O\\xe2\\x80\\x99Sullivan & Others,2015,October
Faircent,Online P2P lending marketplace,Gurgaon,,Private Equity,Aarin Capital Partners,2015,October
Bizongo,B2B marketplace for industrial goods,Mumbai,,Seed Funding,Accel Partners,2015,October
Gridle,Cloud Based Collaboration platform,Ahmedabad,"1,00,000",Seed Funding,LetsVenture,2015,October
Tripoto,global community for travellers,New Delhi,,Private Equity,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",2015,October
Mubble,Prepaid Bill manager App,Bangalore,,Private Equity,Accel Partners,2015,October
Voodoo,Mobile Only Shopping Assistant,New Delhi,"10,00,000",Seed Funding,SAIF Partners,2015,October
Lookup,Mobile Messaging Assistant App,Bangalore,"25,00,000",Private Equity,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",2015,October
AskMyGift,Personalized Wish List creator app,Noida,"50,000",Seed Funding,Turning Ideas,2015,October
Gaana.com,Music Streaming mobile app,Mumbai,,Private Equity,Micromax Informatics Ltd,2015,October
Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,"77,000",Seed Funding,Undisclosed Investors,2015,October
GymTrekker,Gym Discovery platform,Mumbai,,Seed Funding,"Dewang Neralla,Roopak Taneja, Manisha Gupta",2015,October
Bounty App,Online Purchase rewards app,Bangalore,,Seed Funding,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",2015,October
Homers.in,Home rental platform,Gurgaon,,Seed Funding,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",2015,October
mShipper,Crowdsourced Delivery platform,New Delhi,,Seed Funding,Vijai Laxmi,2015,October
BolRealty,Real Estate Insights platform,New Delhi,,Seed Funding,Manpreet Singh,2015,October
S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,"10,00,000",Private Equity,Parampara Capital,2015,October
LetsVenture,Startup Funding Marketplace,Bangalore,,Private Equity,"Accel Partners, Anupam Mittal & other marquee investors",2015,October
Citrus Payment,Payments Solution platform,Mumbai,"2,50,00,000",Private Equity,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",2015,October
Holidify,Travel Destination Discovery platform,New Delhi,"1,00,000",Seed Funding,Aarti Group,2015,October
PrimaSeller,Order Fulfillment SAAS platform,Bangalore,,Seed Funding,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",2015,October
Opinio,Last Mile Delivery Service,Bangalore,"70,00,000",Private Equity,"Delhivery, Sands Capital and Accel Partners",2015,October
Attune Technologies,Healthcare IT Solutions & services,Chennai,"1,00,00,000",Private Equity,"Qualcomm Venture, Norwest Venture Partners",2015,October
iChef.in,Gourmet Meals Delivery,Mumbai,,Private Equity,Springboard Ventures,2015,October
Jiyo Natural,Healthy Meals Food delivery platform,Bangalore,,Seed Funding,Indian Angel Network,2015,October
AgentDesks,Real Estate Mobile CRM,New York/ India,"29,50,000",Seed Funding,"Sierra Ventures, Cota Capital, Vegas Tech Fund",2015,October
White Owl Brewery,Micro-Brewery,Mumbai,"15,30,000",Private Equity,"Arihant Patni, RAAY Global Investments",2015,October
MealHopper,Home Made Food Marketplace,Gurgaon,"1,00,000",Seed Funding,"Alok Bajpai, Rajnish Kumar, Amit Dey",2015,October
Zenify.in,residential rental management platform,Bangalore,"6,40,000",Seed Funding,"Atul Jalan, Shrikanth & Bharath",2015,October
Stockal,Personalized Stock Intelligence Platform,Bangalore,,Seed Funding,"R Natarajan, Mohan Alexander",2015,October
Medd,Personal Diagnostic Mobile App,Mumbai,"1,50,000",Seed Funding,Group of Angel investors,2015,October
Leaping Caravan,Online food ordering & Delivery service,Gurgaon,"1,50,000",Seed Funding,Group of Angel investors,2015,October
Frsh,Online food ordering & Delivery service,Gurgaon,"10,00,000",Private Equity,"Mumbai Angels, Mayank Bhangdia, Kae Capital",2015,October
Qik Stay,Hotel Aggregator & booking platform,New Delhi,"2,50,000",Seed Funding,ID Enablers Pvt Ltd,2015,October
Parcelled,Online Logistics Platform,Bangalore,"50,00,000",Private Equity,Delhivery,2015,October
AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,"4,00,000",Seed Funding,Oswal Techno Ventures LLP,2015,October
Flexing It,Professionals & Project Search Marketplace,New Delhi,"5,00,000",Seed Funding,undisclosed private investors,2015,October
Netmeds.com,Online Pharmacy,Chennai,"5,00,00,000",Private Equity,"OrbiMed, Pradip Dadha Group",2015,October
Razorpay,Online Payment Gateway,Jaipur,"90,00,000",Private Equity,"Tiger Global Management, Matrix Partners",2015,October
Jombay,Psychometric Test Online Software,Pune,,Private Equity,Ventureworks India,2015,October
Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,Mumbai,"77,000",Seed Funding,Unnamed investor,2015,October
Care24,Professional Health Services Platform,Mumbai,"3,50,000",Seed Funding,India Quotient,2015,October
Roadrunnr,Hyperlocal Logistics Service,Bangalore,"1,00,00,000",Private Equity,"Sequoia Capital, Nexus Venture Partners",2015,October
Simpli5d,Online user engagement platform,Gurgaon,,Private Equity,"Redcliffe Capital, YourNest Angel Fund",2015,October
ORIGA Leasing,Asset Financing platform,Mumbai,"11,00,000",Seed Funding,"ah! Ventures, 500 Startups & Other HNIs",2015,October
Smartivity.in,Virtual Reality activity based learning platform,New Delhi,"2,00,000",Seed Funding,S Chand and Co Pvt Ltd,2015,October
UrDoorStep,Online Grocery Store,Bangalore,,Private Equity,Jupiter Capital,2015,October
Tavaga,Investment management platform,Mumbai,,Seed Funding,Tracxn Syndicate,2015,October
Moglix,Industrial Toons Marketplace,Noida,,Private Equity,"Accel Partner, Jungle Ventures",2015,October
ZopHop,Public Commute helper App,Mumbai,"4,50,000",Seed Funding,"Amit Singhal, PK Gulati & others",2015,October
Niki.ai,Artificial Intelligence Ecommerce Chatbot,Bangalore,,Seed Funding,Unilazer Ventures,2015,October
Instavans,Truck Aggregator & Logistics service,Bangalore,,Seed Funding,Suresh Vaswani,2015,October
LiftO,Ridesharing Mobile app,Mumbai,"1,30,000",Seed Funding,"Rajesh Bhatia, Dheeraj Mehta & Others",2015,October
TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,"75,00,000",Private Equity,"Sequoia Capital, Matrix Partners",2015,October
Toppr.com,Competitive exam learning platform,Mumbai,"20,00,000",Private Equity,InnoVen Capital,2015,October
Kleeto,Document Digitization platform,Gurgaon,"2,30,000",Seed Funding,GREX,2015,October
BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,"80,000",Seed Funding,Puneet Bhatia & others,2015,October
Jugnoo,Autorickshaw Aggregator & Booking platform,Chandigarh,"1,00,00,000",Private Equity,Paytm,2015,October
TOFlo,FinTech Startup Incubation platform,Mumbai,"1,00,000",Seed Funding,Tania Johny Palathinkal,2015,September
FXMartIndia,Payment Services platform,Chandigarh,,Private Equity,Flipkart,2015,September
Stylecracker,Personalized Styling platform,Mumbai,"10,00,000",Private Equity,Group of HNI investors,2015,September
Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Gurgaon,"9,00,000",Private Equity,Reliance Capital,2015,September
HolaChef,Food Delivery Platform,Mumbai,,Private Equity,Ratan Tata,2015,September
Zivame,Online Lingerie Marketplace,Bangalore,"4,00,00,000",Private Equity,"Zodius Technology Fund, Khazanah Nasional Berhad",2015,September
Capillary Tech,Cloud software solutions,New Delhi,"4,50,00,000",Private Equity,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",2015,September
Jobspire,Job Search Platform,Bangalore,"2,60,000",Seed Funding,Purvi Capital,2015,September
MeraDoctor,Doctor consultancy Mobile App,Mumbai,,Seed Funding,India Quotient & other investors,2015,September
Vistaar Finance,Small Business Financing (NBFC),Bangalore,"4,00,00,000",Private Equity,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",2015,September
HiJinny,Beauty & Wellness Services Marketplace,Mumbai,,Seed Funding,CMYK Health Boutique Pvt Ltd & Other individual investors,2015,September
Clapsnslaps,Online Movie Review Platform,Mumbai,"1,50,000",Seed Funding,R M Picture Company Pvt. Ltd.,2015,September
Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Mumbai,"1,00,000",Seed Funding,Ashish Jhalani,2015,September
RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,"20,00,000",Seed Funding,Karanpal Singh,2015,September
YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"6,00,000",Seed Funding,"Raghav Bahl, Ritu Kapur",2015,September
Prozo,Study Material Marketplace,New Delhi,"2,05,000",Seed Funding,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",2015,September
Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"6,00,00,000",Private Equity,"Temasek, Vy Capital",2015,September
Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,"18,00,000",Private Equity,Acumen Fund,2015,September
MockBank,Government Test Preparation platform,Bangalore,"4,00,000",Seed Funding,Blume Ventures,2015,September
ReportBee,Smart Report Cards for Schools,Chennai,,Seed Funding,India Educational Investment Fund,2015,September
GuruG Learning,Teacher empowerment platform,Bangalore,,Seed Funding,India Educational Investment Fund,2015,September
OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"7,70,000",Private Equity,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",2015,September
IndustryBuying,Industrial Tools Marketplace,New Delhi,"92,00,000",Private Equity,"Kalaari Capital, SAIF Partners, Beenextan investment fund",2015,September
The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"3,15,000",Seed Funding,"Nanadan Nilekani, InMobi, Paytm",2015,September
FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,"1,00,000",Seed Funding,Green House Ventures,2015,September
Envoged,pre-used luxury item Marketplace,Mumbai,,Seed Funding,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",2015,September
Zapyle,pre-used apparel shopping mobile app,Bangalore,"10,00,000",Seed Funding,,2015,September
Renomania,Home Design & D\\xc3\\xa9cor platform,New Delhi,,Seed Funding,Subodh Gupta,2015,September
CredR,Used Vehicles Marketplace,Mumbai,"1,50,00,000",Private Equity,Eight Road Ventures,2015,September
YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,,Private Equity,Ash Bhardwaj,2015,September
CanvasFlip,Mobile App testing platform,Hyderabad,"12,00,000",Seed Funding,Bessemer Venture Partners,2015,September
Shadowfax,Hyperlocal Delivery Services,Gurgaon,"90,00,000",Private Equity,Eight Roads Ventures,2015,September
UE Life Sciences,Early Cancer Detection Solutions,US/India,"30,00,000",Private Equity,"Aarin Capital, Unitus Seed Fund",2015,September
Ola Cabs,Cab rental Mobile app,Bangalore,"22,50,00,000",Private Equity,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",2015,September
Coverfox,Online Insurance Distribution Platform,Mumbai,"20,00,000",Private Equity,Cataraman Ventures,2015,September
MoEngage,Mobile Marketing Automation Platform,Bangalore,"42,50,000",Private Equity,"Helion Venture Partners, Exfinity Ventures",2015,September
Mubble,Prepaid Mobile Bill Manager App,Bangalore,,Seed Funding,Nandan Nilekani,2015,September
Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai,"10,00,000",Seed Funding,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",2015,September
Room on Call,Branded Budget Hotel Marketplace,Noida,"3,00,000",Seed Funding,Payal Syal,2015,September
FYNE,Home Fitting & Fixtures Marketplace,Bangalore,,Seed Funding,Sandeep Dama & Others,2015,September
ChaiPoint,Food Subscription platform,Bangalore,"1,00,00,000",Private Equity,Eight Roads Ventures,2015,September
WedmeGood.com,Wedding Planning Platform,Gurgaon,"4,10,000",Seed Funding,Indian Angel Network,2015,September
XSTOK,B2B Mobile Auction Marketplace,Mumbai,"4,50,000",Seed Funding,Oliphans Capital,2015,September
UniLog,ECommerce Data Analytics Platform,Bangalore,,Private Equity,Kalaari Capital,2015,September
Paintcollar,Designer Merchandize Marketplace,Mumbai,,Seed Funding,Applyifi,2015,September
YepMe,Private label Fashion eTailer,Gurgaon,"7,50,00,000",Private Equity,"Khazanah Nasional Berhad, Helion Venture Partners",2015,September
Bueno,Online Food ordering & delivery,Gurgaon,"6,00,000",Seed Funding,High Networth Individuals (No details),2015,September
Plabro,Real Estate Broker Platform App,New Delhi,"3,50,000",Seed Funding,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",2015,September
CureJoy,Online Health & Wellness platform,Bangalore,"11,50,000",Private Equity,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",2015,September
Briston Technomach,Internet of Things platform,New Delhi,"1,50,000",Seed Funding,Undisclosed,2015,September
LabStreet,Diagnostic Labs aggregator platform,Gurgaon,"1,50,000",Seed Funding,Multiple investors,2015,September
DailyNinja,Hyperlocal Delivery Platform,Bangalore,,Seed Funding,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",2015,September
Portea Medical,Home Medical Care Services,Bangalore,"3,75,00,000",Private Equity,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",2015,September
Neotrade Analytics,Real-Time stock data platform,Bangalore,"2,35,000",Seed Funding,Rainmatter,2015,September
DishCo,Food discovery & table booking app,Mumbai,,Seed Funding,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",2015,September
LafaLafa,coupons and cashback aggregator app,Mumbai,"1,25,000",Seed Funding,500 Startups,2015,September
ConnectAbank,Financial Products lead generation platform,Mumbai,,Seed Funding,Prakhar Bumb,2015,September
VillFarm,Sustainable Agri-inputs Firm,Bangalore,,Seed Funding,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",2015,September
Bestdealfinance,Financial Services Portal,Mumbai,"30,00,000",Private Equity,"Kalaari Capital, YourNest Angel Fund",2015,September
GameXS.in,Pre-owned games Marketplace,New Delhi,,Seed Funding,Lead Angels,2015,September
The Man Company,Content-based Subscription eCommerce platform,New Delhi,,Seed Funding,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",2015,September
Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bangalore,"8,00,000",Private Equity,Swarnim Multiventures,2015,September
Furdo,Online Interior Designing platform,Bangalore,"4,00,000",Seed Funding,Bhavdeep Reddy,2015,September
LogiNext,End-to-end Logistics platform,Mumbai,"1,00,00,000",Private Equity,Paytm,2015,September
Korra,Private Label Apparel sales,New Delhi,"3,00,000",Seed Funding,Asha Jadeja Motwani & Others,2015,September
Credihealth,Healthcare Consulting platform,Gurgaon,,Seed Funding,Rajat Malhotra,2015,September
Amigobulls,Stock Market Portal,Bangalore,,Seed Funding,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",2015,September
SilverPush,Cross-device retargeting platform,Gurgaon / SFO,"12,00,000",Private Equity,M&S Partners,2015,September
Juggernaut,Digital & Physical Publishing platform,New Delhi,"22,50,000",Private Equity,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",2015,September
InnerChef,Food Delivery Platform,New Delhi,"17,50,000",Private Equity,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",2015,September
Quintype,Data Driven Publishing platform,Bangalore,"33,00,000",Private Equity,Raghav Bahl,2015,September
Capabiliti,Employee OnBoarding & Orientation platform,Noida,"4,00,000",Seed Funding,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",2015,September
Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"20,00,000",Private Equity,"Infuse Ventures, The Chennai Angels",2015,September
Licious,Online Meat Ordering platform,Bangalore,"10,00,000",Seed Funding,"Kanwaljit Singh, TV Mohandas Pai",2015,September
TravelKhana,online meal-booking platform for train travelers,New Delhi,,Seed Funding,Astarc Ventures & Others,2015,September
Quickli,hyperlocal delivery platform,New Delhi,,Seed Funding,"500 Startups, Mato Peric & Others",2015,September
Ola Cabs,Cab Booking app platform,Bangalore,"3,00,00,000",Private Equity,Didi Kuaidi,2015,September
Paytm,E-Commerce & M-Commerce platform,New Delhi,"68,00,00,000",Private Equity,"Alibaba Group, Ant Financial",2015,September
Inmobi,Mobile Advertising platform,Bangalore,"10,00,00,000",Private Equity,Tennenbaum Capital Partners & Others,2015,September
Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"3,60,00,000",Private Equity,"Sequoia India, SAIF Partners.",2015,September
Hugefly,Ecommerce Product recommendation platform,Pune,,Seed Funding,Mayank Singhal and others,2015,September
Brigge,Activity Based Social Network,Chennai,,Seed Funding,The Chennai Angels,2015,September
Zakoopi,Fashion Discovery platform,New Delhi,"3,50,000",Seed Funding,Uniqorn Ventures,2015,September
LoanCircle,Consumer lending marketplace,Bangalore,,Seed Funding,"Zishaan Hayath, Rahul Khanna & Others",2015,September
Infoworks,Big Data Management Platform,Bangalore / USA,"50,00,000",Private Equity,"Nexus Venture Partners, Knoll Ventures and others",2015,September
RedDoorz,Budget Accommodation Platform,Noida,"10,00,000",Seed Funding,Jungle Ventures,2015,September
FirstTouch,Local Mobile OS,Gurgaon,,Seed Funding,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",2015,September
Eywa Media,Digital Signal processing platform,Bangalore,"10,00,000",Seed Funding,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",2015,September
Snapdeal,Ecommerce Marketplace,New Delhi,"50,00,00,000",Private Equity,"Alibaba, Foxconn, Softbank",2015,August
Ressy,Restaurant Discount app,Pune,"4,00,000",Seed Funding,Mohandas Pai & others,2015,August
Cuelearn,Tech-enabled learning,New Delhi,,Seed Funding,Alok Mittal,2015,August
Connect India,ECommerce Logistics provider,New Delhi,"50,00,000",Private Equity,Aavishkaar,2015,August
The Home Salon,on-demand home beauty and wellness portal,Mumbai,,Seed Funding,VentureNursery,2015,August
Jusride,Self Driven Car rental,Mumbai,,Seed Funding,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",2015,August
Oyorooms,Budget Hotel accommodation brand,New Delhi,"10,00,00,000",Private Equity,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",2015,August
Glowship,Energy & Environment Online Marketplace,Bangalore,,Seed Funding,Infuse Ventures,2015,August
Wizrocket,User Engagment & Analytics platform,Mumbai,"96,00,000",Private Equity,"Sequoia Capital, Accel Partners",2015,August
Pickingo,On-Demand Delivery Logistics,New Delhi,"13,00,000",Private Equity,"Orios Venture Partners, Zishaan Hayath",2015,August
Grex,fund raising platform for startups,Pune,"6,50,000",Seed Funding,"Kunal Bajaj, Chandru Badrinarayanan",2015,August
LetsTransport,Logistics Tech Platform,Bangalore,"13,00,000",Seed Funding,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",2015,August
Zo Rooms,Online budget hotel chain,New Delhi,"3,00,00,000",Private Equity,"Tiger Global Management, Orios Venture Partners",2015,August
Doormint,Hyperlocal Handyman services,Mumbai,"30,00,000",Private Equity,"Helion Venture Partners, Kalaari Capital",2015,August
NightStay,hotel booking app,Noida,"5,00,000",Seed Funding,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",2015,August
Zocalo,Rental Accomodation finder,New Delhi,,Seed Funding,"Sachin Bhatia, Rajesh Sawhney",2015,August
Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"7,85,000",Seed Funding,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",2015,August
Klozee,Luxury Apparel rental,Bangalore,,Seed Funding,Tracxn Labs,2015,August
Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"5,00,000",Seed Funding,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",2015,August
practo,Doctor Appointment booking app,Bangalore,"9,00,00,000",Private Equity,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",2015,August
LoudShout,anonymous bulletin board app,New Delhi,,Seed Funding,"Sanjay Sethi, Ravi Jaipuria & others",2015,August
Wetravelsolo,Travel community platform,New Delhi,,Seed Funding,"CCube Angels, Frontline Strategy",2015,August
Ketto,Crowd funding platform,Mumbai,"7,00,000",Seed Funding,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",2015,August
Ezetap,Mobile based PoS solution,Bangalore,"2,50,00,000",Private Equity,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",2015,August
NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,,Private Equity,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",2015,August
Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,"6,30,000",Seed Funding,YouWeCan Ventures,2015,August
EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"5,00,000",Private Equity,"Wealth First, Ashneer Grover, Atul Phadnis",2015,August
GIBSS,Energy saving solutions provider,Mumbai,,Private Equity,"responsAbility Investments, Infuse Ventures",2015,August
StoreMore.in,Self-Storage Spaces,Noida,,Seed Funding,Bedrock Ventures,2015,August
iOrderFresh,Grocery retail Mobile app,New Delhi,,Seed Funding,Best Foodworks,2015,August
MyTaxiIndia,Taxi Rental platform,Gurgaon,"5,00,000",Private Equity,"Nihon Kotsu,",2015,August
eSadar,ecommerce,New Delhi,"80,000",Seed Funding,"Neha Vats, Gaurav Vats",2015,August
Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,,Seed Funding,"B M Gupta, Vinod Singhal",2015,August
MyPoolin,mobile social network,New Delhi,"2,50,000",Seed Funding,QPrize from Qualcomm Ventures,2015,August
NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,New Delhi,"1,60,00,000",Private Equity,Sequoia Capital,2015,August
Inkmonk,Online printing marketplace,Chennai,"2,50,000",Seed Funding,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",2015,August
ToneTag,mobile payment software platform,Bangalore,"10,00,000",Private Equity,Reliance Capital Venture,2015,August
Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,"3,00,00,000",Private Equity,Tiger Global Management,2015,August
Livspace,Home Design & D\\xc3\\xa9cor solutions,Bangalore,"80,00,000",Private Equity,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",2015,August
WOW! MOMO,Quick Service Restaurant Chain,Kolkata,"16,00,000",Seed Funding,Indian Angel Network,2015,August
RainCan,Subscription based Online Grocery platform,Pune,"1,00,000",Seed Funding,Ajeet Khurana & Others,2015,August
Allygrow Technologies,engineering services company,Mumbai,"2,00,00,000",Private Equity,Zodius Technology Fund,2015,August
Infogain,Business and IT consulting,New Delhi / US,"6,30,00,000",Private Equity,ChrysCapital,2015,August
OneAssist,Credit Card Fraud protection solutions,Mumbai,"75,00,000",Private Equity,"Sequoia Capital, Lightspeed Ventures",2015,August
BigBasket,Online & mobile Grocery store,Bangalore,"5,00,00,000",Private Equity,Bessemer Venture Partners,2015,August
Sheroes,Career Community for Women,Noida,"7,70,000",Seed Funding,"Quintillion Media, 500 Startups",2015,August
Scripbox,Mutual Fund Investing platform,Bangalore,"25,00,000",Private Equity,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",2015,August
etaout,Ecommerce Marketing Software Platform,Noida,"5,00,000",Seed Funding,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",2015,August
IFMR Holdings,Financial Inclusion platform,Chennai,"2,50,00,000",Private Equity,"Accion, LeapFrog Investments, Lok Capital",2015,August
Massblurb,Digital Marketing automation solution,Mumbai,,Seed Funding,"LetsVenture, Mumbai Angels",2015,August
Agrostar,Mobile Commerce for Farmers,Pune,"40,00,000",Private Equity,IDG Ventures,2015,August
VoxWeb,Picture based Social App,Mumbai,"1,00,000",Seed Funding,Jitendra Gupta & others,2015,August
Trukky,Logistics service platform,Ahmedabad,"2,45,000",Seed Funding,"Gujarat based angel investors, MMY co-Founder",2015,August
VanityCube,On-Demand Beauty Services,New Delhi,,Seed Funding,Group of angel investors,2015,August
Edu4Share,Exam Preparation Platform,New Delhi,"2,20,000",Seed Funding,Nalin Jain & other angel investors,2015,August
YourStory,Startup Focused Online Publisher,Mumbai,,Seed Funding,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",2015,August
Sampurnearth,Waste Management Solutions,Mumbai,"1,60,000",Seed Funding,"Intellecap Impact Investment Network, family office fund",2015,August
Orobind,App based Fitness coaching,Bangalore,,Private Equity,Existing & New Investors,2015,August
Fixy,On demand cleaning & fixing services,Mumbai,,Seed Funding,VentureNursery,2015,August
MSM Box,Beauty & Lifestyle platform,New Delhi,,Seed Funding,Rohit Goel,2015,August
ShadowFax,on-demand delivery service,Gurgaon,"3,10,000",Seed Funding,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",2015,August
Gadgets 360,Car & Bike ecommerce platform,New Delhi,,Private Equity,One97 Communications,2015,August
Roposo,Fashion Discovery platform,Gurgaon,"1,50,00,000",Private Equity,Tiger Global,2015,August
IntelligenceNODE,Data Analytics Platform,Mumbai,"42,00,000",Private Equity,"New Enterprise Associates, Orios Venture Partners",2015,August
HyperVerge,Deep Learning Cloud Algorithms,Chennai,"10,00,000",Seed Funding,"NEA, Milliways Ventures, Naya Ventures",2015,August
Twyst,Location based engagement & rewards platform,Gurgaon,,Seed Funding,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",2015,August
IDfy,Online Identity Verification Services platform,Mumbai,,Private Equity,"NEA, Blume Ventures & others",2015,August
Zoojoo.be,Corporate Wellness App,Bangalore,"10,00,000",Private Equity,RoundGlass Partners,2015,August
Fashionove,Fashion Search & Review Platform,Kolkata,,Seed Funding,Umesh Yadav,2015,August
TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,"24,00,000",Private Equity,Unilazer Ventures,2015,August
Envoged,pre-owned Luxury online apparel seller,Mumbai,,Seed Funding,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",2015,August
MebelKart,Online Furniture Marketplace,Bangalore,"2,00,00,000",Private Equity,AskMe,2015,August
LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,"1,56,000",Seed Funding,Group of Angel Investors,2015,August
Flatpebble,Online marketplace for Photographers,Hyderabad,"6,00,000",Seed Funding,Indian Angel Network,2015,August
Bluegape.com,Visual Blogging platform,New Delhi,"6,00,000",Seed Funding,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",2015,August
